data.id,data.name,data.symbol,data.slug,data.date_added,data.cmc_rank,data.self_reported_circulating_supply,data.self_reported_market_cap,data.tvl_ratio,data.last_updated,data.quote.USD.price,data.quote.USD.volume_24h,data.quote.USD.volume_change_24h,data.quote.USD.percent_change_1h,data.quote.USD.percent_change_24h,data.quote.USD.percent_change_7d,data.quote.USD.percent_change_30d,data.quote.USD.percent_change_60d,data.quote.USD.percent_change_90d,data.quote.USD.market_cap,data.quote.USD.market_cap_dominance,data.quote.USD.fully_diluted_market_cap,data.quote.USD.tvl,data.quote.USD.last_updated
5899,Casper,CSPR,casper,2020-07-21T00:00:00.000Z,87,,,,2022-12-20T00:11:00.000Z,0.02678196188,5342610.363,73.0188,0.54047357,-3.5407194,-9.60091161,-4.7371486,-38.47589011,-7.00382034,283776032,0.0358,304477905.9,,2022-12-20T00:11:00.000Z
2469,Zilliqa,ZIL,zilliqa,2018-01-25T00:00:00.000Z,88,,,,2022-12-20T00:11:00.000Z,0.01738137985,18047724.42,52.237,0.41750582,-6.57031506,-20.14037793,-22.53787464,-40.06545935,-45.41909003,275802511.5,0.0348,365008976.9,,2022-12-20T00:11:00.000Z
6538,Curve DAO Token,CRV,curve-dao-token,2020-08-14T00:00:00.000Z,89,,,0.07446921,2022-12-20T00:11:00.000Z,0.5181680551,42427868.19,87.0869,-0.28597495,-5.77576297,-16.3334305,-4.87831708,-38.8873013,-45.26738997,275449502.5,0.0347,1711524786,3698837392,2022-12-20T00:11:00.000Z
1168,Decred,DCR,decred,2016-02-10T00:00:00.000Z,90,,,,2022-12-20T00:11:00.000Z,18.67476846,1520283.366,26.7548,-0.07081588,-4.82808115,-11.39121724,-4.72598367,-26.89105313,-22.89197653,272547186.8,0.0344,392170137.7,,2022-12-20T00:11:00.000Z
1697,Basic Attention Token,BAT,basic-attention-token,2017-06-01T00:00:00.000Z,91,,,,2022-12-20T00:11:00.000Z,0.1796181967,15214584.5,56.4578,0.39656337,-5.11483947,-19.24609878,-21.96886753,-34.20394306,-40.09801101,268416613.3,0.0339,269427295,,2022-12-20T00:11:00.000Z
1934,Loopring,LRC,loopring,2017-08-30T00:00:00.000Z,92,,,3.3750598,2022-12-20T00:11:00.000Z,0.199328786,16474962.08,36.7874,0.63387916,-5.18441183,-20.15985963,-19.69864673,-18.82449334,-33.82910952,265133904.9,0.0335,273980186.3,78556802.18,2022-12-20T00:11:00.000Z
873,NEM,XEM,nem,2015-04-01T00:00:00.000Z,93,,,,2022-12-20T00:11:00.000Z,0.02905282222,9760078.015,37.6955,0.2146778,-4.63190953,-13.52873461,-11.85269706,-21.18759251,-27.55177412,261475399.9,0.033,261475399.9,,2022-12-20T00:11:00.000Z
2682,Holo,HOT,holo,2018-04-29T00:00:00.000Z,94,,,,2022-12-20T00:11:00.000Z,0.00143992682,10844890.97,32.1992,0.44473249,-5.73846565,-13.36526694,-9.17496531,-24.88264405,-28.06832942,249601197.5,0.0315,255758986.1,,2022-12-20T00:11:00.000Z
2130,Enjin Coin,ENJ,enjin-coin,2017-11-01T00:00:00.000Z,95,,,,2022-12-20T00:11:00.000Z,0.2489113698,10730619.35,68.8081,0.61022603,-4.87470571,-17.11151821,-21.09056962,-39.79251146,-47.74483278,248911369.8,0.0314,248911369.8,,2022-12-20T00:11:00.000Z
5632,Arweave,AR,arweave,2020-05-27T00:00:00.000Z,96,,,,2022-12-20T00:11:00.000Z,7.299663768,7634570.431,16.9991,0.51461005,-5.76097142,-16.55563856,-29.96057689,-27.96363652,-23.30809146,243770088.9,0.0308,481777808.7,,2022-12-20T00:11:00.000Z
9903,Convex Finance,CVX,convex-finance,2021-05-18T00:00:00.000Z,97,2814665,9455530.702,0.07889498,2022-12-20T00:11:00.000Z,3.359380496,4695790.3,36.558,-0.21575403,-4.09529619,-13.72948464,-14.58824807,-32.20527836,-28.59155399,242587547.4,0.0306,335938049.6,3074815957,2022-12-20T00:11:00.000Z
5728,Balancer,BAL,balancer,2020-06-24T00:00:00.000Z,98,,,0.16053408,2022-12-20T00:11:00.000Z,5.251447024,5452742.345,41.2762,0.24082987,-4.38565869,-11.76607999,-5.59090512,-13.28919635,-1.69043674,241981240.1,0.0305,504930328.4,1507351186,2022-12-20T00:11:00.000Z
4846,Kava,KAVA,kava,2019-10-25T00:00:00.000Z,99,353412152,239576690.8,,2022-12-20T00:11:00.000Z,0.6778960186,13769420.55,26.8557,-0.15394775,-3.52527099,-21.32448059,-22.72068013,-52.42106214,-54.11679063,239580062.6,0.0302,239580061.9,,2022-12-20T00:11:00.000Z
5567,Celo,CELO,celo,2020-05-22T00:00:00.000Z,100,,,,2022-12-20T00:11:00.000Z,0.4991986163,7310760.791,40.0004,0.06988715,-5.33812316,-10.99676265,6.87424009,-26.62089482,-33.44376828,239032336.2,0.0302,499198616.3,,2022-12-20T00:11:00.000Z
